8,15,15,16,11,14,12,4,10,10,4,3,4,5,5,3,3,2,3,5,5,13,15,18,9,16,17,16,7,3,8,4,7,10,4,3,3,5,3,5
9,16,18,6,12,5,4,3,5,7,8,3,5,4,5,5,4,0,2,8,2,5,6,11,13,9,16,12,14,6,7,3,11,7,8,3,3,8,2,4
13,12,8,7,4,7,12,9,5,6,5,4,7,3,5,4,2,3,6,6,9,6,13,15,16,17,14,4,4,4,10,9,3,6,5,4,4,6,6,3
15,9,11,4,6,4,11,11,12,3,5,8,7,4,6,4,1,3,1,6,5,13,9,16,9,10,6,13,10,5,13,11,3,3,5,8,8,6,1,4
12,13,10,4,12,4,6,7,6,10,8,2,5,1,3,4,2,0,4,5,3,13,6,9,4,14,5,13,7,10,7,7,10,10,8,2,5,5,4,1
9,8,12,11,11,11,14,6,11,2,10,9,5,6,5,3,4,2,4,6,7,5,18,17,7,9,10,14,7,12,11,6,5,2,10,9,9,6,4,6
13,19,14,17,5,13,8,11,5,10,9,8,7,5,3,1,4,0,6,7,3,9,12,9,6,4,11,6,12,12,7,11,10,10,9,8,8,7,6,5
13,19,6,9,12,6,4,13,6,7,2,3,6,5,4,2,3,0,4,6,4,12,8,14,16,6,4,14,14,3,12,13,12,7,2,3,3,6,4,5
7,12,7,6,7,4,13,5,7,6,6,9,2,1,1,2,2,0,4,7,4,8,11,12,14,6,10,7,15,9,8,5,11,6,6,9,9,7,4,1
9,19,16,11,8,9,14,12,11,9,6,6,6,1,1,2,4,3,3,2,3,11,9,16,18,5,14,15,6,12,9,12,12,9,6,6,6,2,3,1
